IdCFC;Placa;AnoFabricação;Categoria;PessoasComDeficiência;CodMarca;Marca
0005081018;FCC1409;2015;A - Moto;Não;2844;HONDA/CG 125 FAN KS
0005081018;GCG6626;2016;A - Moto;Não;2895;HONDA/CG 125I FAN
0002531081;FOO9279;2017;A - Moto;Não;2898;HONDA/CG 160 START
0002531081;GHL6H26;2022;A - Moto;Não;2898;HONDA/CG 160 START
0002531081;GJS5J78;2021;A - Moto;Não;2898;HONDA/CG 160 START
0034540122;BWY0C78;2021;A - Moto;Não;41900;HONDA/CG 160 FAN
0034540122;FSU8A56;2021;A - Moto;Não;41900;HONDA/CG 160 FAN
0034540122;FYG1388;2015;A - Moto;Não;2844;HONDA/CG 125 FAN KS
0000910507;BRY3290;2019;A - Moto;Não;2898;HONDA/CG 160 START
0000910507;FDU1I87;2022;A - Moto;Não;2898;HONDA/CG 160 START
0000821907;GBQ5168;2017;A - Moto;Não;2898;HONDA/CG 160 START
0000821907;PUW6068;2014;A - Moto;Não;2863;HONDA/CG150 FAN ESDI
0000161214;DSL6919;2019;A - Moto;Não;41707;JTZ/DK150
0000161214;FVL6488;2018;A - Moto;Não;2898;HONDA/CG 160 START
0000161935;BZL4044;2019;A - Moto;Não;2898;HONDA/CG 160 START
0000161935;OOO3735;2014;A - Moto;Não;13812;YAMAHA/XTZ150 CROSSER ED
0000700080;BWZ3I92;2021;A - Moto;Não;2898;HONDA/CG 160 START
0000700080;ERN6D73;2021;A - Moto;Não;2898;HONDA/CG 160 START
0001511669;FOS4758;2015;A - Moto;Não;2844;HONDA/CG 125 FAN KS
0001511669;GJU1399;2016;A - Moto;Não;2895;HONDA/CG 125I FAN
0000281179;FDR6566;2017;A - Moto;Não;2898;HONDA/CG 160 START
0000281179;FVQ5I55;2020;A - Moto;Não;2898;HONDA/CG 160 START
0000281179;GIC3I18;2021;A - Moto;Não;2898;HONDA/CG 160 START
0000281179;GIK8F37;2021;A - Moto;Não;2898;HONDA/CG 160 START
0000641074;GAE2H18;2021;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000641074;GAG9F34;2021;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000641074;GHG6F36;2021;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000641074;GIU9769;2017;A - Moto;Não;2898;HONDA/CG 160 START
0000250199;BSY7A48;2021;A - Moto;Não;2898;HONDA/CG 160 START
0000250199;BSY7760;2019;A - Moto;Não;2898;HONDA/CG 160 START
0000250199;DYD9J95;2022;A - Moto;Não;2898;HONDA/CG 160 START
0000250199;ELO4009;2018;A - Moto;Não;2898;HONDA/CG 160 START
0034510122;BRY0D63;2017;A - Moto;Não;2898;HONDA/CG 160 START
0034510122;BYJ9B18;2021;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0034510122;DNP1077;2018;A - Moto;Não;41707;JTZ/DK150
0001541669;DEB7H60;2019;A - Moto;Não;41900;HONDA/CG 160 FAN
0001541669;ESY3E98;2019;A - Moto;Não;41901;HONDA/CG 160 TITAN
0001541669;FUH6899;2017;A - Moto;Não;41900;HONDA/CG 160 FAN
0001541669;GHY8F28;2020;A - Moto;Não;41901;HONDA/CG 160 TITAN
0001541669;GKA8G39;2020;A - Moto;Não;41900;HONDA/CG 160 FAN
0001001774;FTH9E38;2021;A - Moto;Não;41900;HONDA/CG 160 FAN
0001001774;GEF9700;2017;A - Moto;Não;9636;YAMAHA/YBR150 FACTOR ED
0000642082;DAJ3J57;2022;A - Moto;Não;2898;HONDA/CG 160 START
0000642082;GKA0760;2016;A - Moto;Não;2898;HONDA/CG 160 START
0000642082;GKG0830;2016;A - Moto;Não;2898;HONDA/CG 160 START
0035410122;BYX5234;2019;A - Moto;Não;41900;HONDA/CG 160 FAN
0035410122;EXN8812;2019;A - Moto;Não;14106;HONDA/CB250F TWISTER CBS
0001360206;DIP2I92;2022;A - Moto;Não;41709;JTZ/CHOPPER RH
0001360206;GCY4J27;2021;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000880437;GGR2769;2017;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0035380122;FIB8160;2014;A - Moto;Não;2843;HONDA/CG 125 FAN ES
0035380122;FYY6639;2015;A - Moto;Não;2844;HONDA/CG 125 FAN KS
0003550045;FTK3847;2014;A - Moto;Não;9628;YAMAHA/YBR125 FACTOR E
0003550045;GAV1B87;2022;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0003550045;GBT8239;2015;A - Moto;Não;9621;YAMAHA/YBR125 FACTOR K1
0035440122;DDS2697;2018;A - Moto;Não;41707;JTZ/DK150
0035440122;FJH6248;2015;A - Moto;Não;20606;JTA/SUZUKI GSR125
0035440122;FWI6E27;2021;A - Moto;Não;41707;JTZ/DK150
0000041095;CBX7C03;2022;A - Moto;Não;9636;YAMAHA/YBR150 FACTOR ED
0000041095;FCX9943;2016;A - Moto;Não;20714;JTA-SUZUKI/GSR150I
0000041095;GJT5910;2017;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0003160157;DUA2F57;2022;A - Moto;Não;2898;HONDA/CG 160 START
0003160157;GEZ9619;2018;A - Moto;Não;2898;HONDA/CG 160 START
0003160157;GHR3B68;2020;A - Moto;Não;2898;HONDA/CG 160 START
0001360115;FZQ8E44;2022;A - Moto;Não;2898;HONDA/CG 160 START
0030250122;CUJ9D87;2020;A - Moto;Não;2898;HONDA/CG 160 START
0030250122;FML5D47;2020;A - Moto;Não;2898;HONDA/CG 160 START
0030250122;FZM5A57;2021;A - Moto;Não;2898;HONDA/CG 160 START
0030220122;EJE9I99;2018;A - Moto;Não;41710;JTZ/DK150C
0030220122;ELE4470;2018;A - Moto;Não;41707;JTZ/DK150
0030220122;FUC4650;2014;A - Moto;Não;2843;HONDA/CG 125 FAN ES
0030220122;GIK6881;2018;A - Moto;Não;41707;JTZ/DK150
0000881669;BZB7587;2018;A - Moto;Não;2895;HONDA/CG 125I FAN
0000881669;GFA1919;2016;A - Moto;Não;2892;HONDA/CG 160 FAN ESDI
0000460150;GHN6200;2016;A - Moto;Não;2898;HONDA/CG 160 START
0000460150;GIA8670;2016;A - Moto;Não;2898;HONDA/CG 160 START
0030310122;DRQ2H39;2020;A - Moto;Não;41703;JTZ/LINDY 125
0030310122;FUG8476;2015;A - Moto;Não;2886;HONDA/CG150 START
0000700913;CUN6F38;2021;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000700913;DKI9F29;2020;A - Moto;Não;9636;YAMAHA/YBR150 FACTOR ED
0000700913;EMF2080;2019;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000700913;GAQ4566;2015;A - Moto;Não;9636;YAMAHA/YBR150 FACTOR ED
0000700913;GCM2158;2015;A - Moto;Não;9636;YAMAHA/YBR150 FACTOR ED
0000251564;EQK6530;2018;A - Moto;Não;2898;HONDA/CG 160 START
0000251564;EZY0J71;2020;A - Moto;Não;2898;HONDA/CG 160 START
0002260157;EZY1878;2018;A - Moto;Não;9636;YAMAHA/YBR150 FACTOR ED
0002260157;FEJ2D02;2022;A - Moto;Não;9636;YAMAHA/YBR150 FACTOR ED
0004481018;FSS5110;2015;A - Moto;Não;9621;YAMAHA/YBR125 FACTOR K1
0004481018;FYX7419;2014;A - Moto;Não;9621;YAMAHA/YBR125 FACTOR K1
0004481018;FZQ9F95;2020;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0030430122;BJM7J16;2018;A - Moto;Não;41707;JTZ/DK150
0030430122;BYZ9961;2018;A - Moto;Não;41710;JTZ/DK150C
0004390101;FNV2269;2015;A - Moto;Não;20606;JTA/SUZUKI GSR125
0004390101;FUD6570;2014;A - Moto;Não;20714;JTA-SUZUKI/GSR150I
0004390101;FWV6885;2018;A - Moto;Não;41707;JTZ/DK150
0004390101;FZC9G37;2022;A - Moto;Não;9636;YAMAHA/YBR150 FACTOR ED
0004390101;GAD6G38;2018;A - Moto;Não;9636;YAMAHA/YBR150 FACTOR ED
0000012299;EZM9D67;2021;A - Moto;Não;2898;HONDA/CG 160 START
0000012299;GHZ3J36;2021;A - Moto;Não;2898;HONDA/CG 160 START
0000131746;EHP2494;2019;A - Moto;Não;2898;HONDA/CG 160 START
0032590122;FWT2B53;2019;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0032590122;GDJ8007;2015;A - Moto;Não;18806;JTA/SUZUKI INTRUDER 125
0001690864;BPQ4G80;2020;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0001690864;EWJ7C48;2021;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0004991018;DGY7277;2019;A - Moto;Não;2898;HONDA/CG 160 START
0004991018;FPK5E97;2021;A - Moto;Não;2898;HONDA/CG 160 START
0000191928;EDO4450;2019;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000191928;FUF1465;2016;A - Moto;Não;2898;HONDA/CG 160 START
0000191928;FWW3209;2017;A - Moto;Não;2898;HONDA/CG 160 START
0001150136;GIT6E03;2020;A - Moto;Não;2898;HONDA/CG 160 START
0001150136;GJJ0C95;2021;A - Moto;Não;2898;HONDA/CG 160 START
0000131144;FBH6H42;2021;A - Moto;Não;2898;HONDA/CG 160 START
0000131144;FKN4I39;2021;A - Moto;Não;2898;HONDA/CG 160 START
0000310626;FVR8G26;2021;A - Moto;Não;2898;HONDA/CG 160 START
0000310626;GJG8G25;2020;A - Moto;Não;2898;HONDA/CG 160 START
0000131746;BSY2790;2019;A - Moto;Não;2898;HONDA/CG 160 START
0001270129;EQU1270;2018;A - Moto;Não;2898;HONDA/CG 160 START
0001270129;FPP8459;2017;A - Moto;Não;9634;YAMAHA/YBR150 FACTOR E
0001270129;GAH1209;2018;A - Moto;Não;9634;YAMAHA/YBR150 FACTOR E
0000731907;BRY2050;2018;A - Moto;Não;2895;HONDA/CG 125I FAN
0000731907;ELT7J27;2020;A - Moto;Não;2898;HONDA/CG 160 START
0000731907;FEE0385;2014;A - Moto;Não;2843;HONDA/CG 125 FAN ES
0001451669;GBE3H96;2021;A - Moto;Não;2898;HONDA/CG 160 START
0001451669;GGQ6I86;2021;A - Moto;Não;2898;HONDA/CG 160 START
0034390122;DMR6D89;2020;A - Moto;Não;2898;HONDA/CG 160 START
0034390122;DOT0370;2019;A - Moto;Não;2898;HONDA/CG 160 START
0000220339;EDI6I59;2020;A - Moto;Não;2898;HONDA/CG 160 START
0000220339;FRB0747;2014;A - Moto;Não;2863;HONDA/CG150 FAN ESDI
0000432166;DWT4499;2018;A - Moto;Não;2898;HONDA/CG 160 START
0000432166;FPM9778;2018;A - Moto;Não;2898;HONDA/CG 160 START
0002800535;FZZ4348;2017;A - Moto;Não;2892;HONDA/CG 160 FAN ESDI
0002800535;GCG4757;2015;A - Moto;Não;20606;JTA/SUZUKI GSR125
0000850248;FQC1833;2019;A - Moto;Não;3505;HONDA/PCX 150
0000850248;FXG5534;2017;A - Moto;Não;2898;HONDA/CG 160 START
0000850248;GJI9825;2018;A - Moto;Não;2898;HONDA/CG 160 START
0002471081;CFC6G82;2022;A - Moto;Não;2898;HONDA/CG 160 START
0002471081;DIW8640;2019;A - Moto;Não;2898;HONDA/CG 160 START
0002471081;FZQ2D37;2022;A - Moto;Não;2898;HONDA/CG 160 START
0002471081;GED4639;2018;A - Moto;Não;2898;HONDA/CG 160 START
0001210164;FFL0374;2015;A - Moto;Não;9627;YAMAHA/YBR125 FACTOR ED
0001210164;FPA2631;2017;A - Moto;Não;9634;YAMAHA/YBR150 FACTOR E
0001210164;GDO9435;2017;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0037810122;EGT9J69;2018;A - Moto;Sim;40800;YAMAHA/NMAX
0037810122;GCY3118;2018;A - Moto;Não;2895;HONDA/CG 125I FAN
0002170101;FNK2C55;2020;A - Moto;Não;41707;JTZ/DK150
0002170101;FPV7C28;2020;A - Moto;Não;41707;JTZ/DK150
0000700276;EYN9319;2019;A - Moto;Não;2898;HONDA/CG 160 START
0000700276;GBD1017;2015;A - Moto;Não;2886;HONDA/CG150 START
0002650143;GBC2780;2015;A - Moto;Não;2886;HONDA/CG150 START
0002650143;GBW3D27;2022;A - Moto;Não;2898;HONDA/CG 160 START
0002650143;GIM2622;2016;A - Moto;Não;2895;HONDA/CG 125I FAN
0000281312;FGF3A34;2021;A - Moto;Não;2898;HONDA/CG 160 START
0000281312;FOO6261;2015;A - Moto;Não;20606;JTA/SUZUKI GSR125
0000281312;GDP4A42;2021;A - Moto;Não;2898;HONDA/CG 160 START
0000760213;BKU2406;2018;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000760213;FZF6D22;2020;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0005561018;GCX2B17;2022;A - Moto;Não;2898;HONDA/CG 160 START
0005561018;GGA2227;2018;A - Moto;Não;2895;HONDA/CG 125I FAN
0005621018;BXP2710;2018;A - Moto;Não;2898;HONDA/CG 160 START
0005621018;ELI7950;2019;A - Moto;Não;2898;HONDA/CG 160 START
0005621018;GJI0050;2016;A - Moto;Não;2895;HONDA/CG 125I FAN
0001300493;GDF5099;2016;A - Moto;Não;19445;TRAXX/JH250GY 5A
0001300493;GJG5399;2018;A - Moto;Não;2895;HONDA/CG 125I FAN
0035290122;BYJ8I40;2019;A - Moto;Não;41707;JTZ/DK150
0035290122;GCF3C48;2020;A - Moto;Não;41707;JTZ/DK150
0000821060;DEI7156;2018;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000821060;FJX9G38;2021;A - Moto;Não;2898;HONDA/CG 160 START
0000821060;GBO8329;2015;A - Moto;Não;2886;HONDA/CG150 START
0000821060;GHG6E81;2022;A - Moto;Não;2898;HONDA/CG 160 START
0002291662;EXO2G16;2018;A - Moto;Não;41707;JTZ/DK150
0002291662;FBU6886;2017;A - Moto;Não;41707;JTZ/DK150
0002291662;FKC7430;2015;A - Moto;Não;20714;JTA-SUZUKI/GSR150I
0000520927;EHE6D95;2021;A - Moto;Não;2898;HONDA/CG 160 START
0000520927;FCF9203;2017;A - Moto;Não;2895;HONDA/CG 125I FAN
0000880437;FOD8D75;2022;A - Moto;Não;9636;YAMAHA/YBR150 FACTOR ED
0000880437;FWP7970;2015;A - Moto;Não;9627;YAMAHA/YBR125 FACTOR ED
0000880437;GAX0F49;2020;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000070619;BRY3531;2019;A - Moto;Não;2898;HONDA/CG 160 START
0000070619;FKE5803;2018;A - Moto;Não;2898;HONDA/CG 160 START
0029980122;ELA7791;2019;A - Moto;Não;2898;HONDA/CG 160 START
0029980122;ELU2A98;2021;A - Moto;Não;2898;HONDA/CG 160 START
0029980122;EWD1981;2019;A - Moto;Não;2898;HONDA/CG 160 START
0029980122;FCC9632;2014;A - Moto;Não;2843;HONDA/CG 125 FAN ES
0029980122;FHG7H51;2021;A - Moto;Não;2898;HONDA/CG 160 START
0029980122;FKR8C01;2021;A - Moto;Não;2898;HONDA/CG 160 START
0029980122;GGV5109;2018;A - Moto;Não;3505;HONDA/PCX 150
0000640094;DPM9509;2019;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000640094;FIU2566;2016;A - Moto;Não;9634;YAMAHA/YBR150 FACTOR E
0000640094;FLA8H14;2022;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000640094;FTN3J24;2022;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000640094;FYE2285;2016;A - Moto;Não;9634;YAMAHA/YBR150 FACTOR E
0000640094;GEL0176;2018;A - Moto;Não;41703;JTZ/LINDY 125
0000490171;DYS9400;2018;A - Moto;Não;2898;HONDA/CG 160 START
0000490171;GBH1068;2018;A - Moto;Não;2898;HONDA/CG 160 START
0030100122;FFB3C08;2018;A - Moto;Não;2895;HONDA/CG 125I FAN
0030100122;FTC8390;2015;A - Moto;Não;2844;HONDA/CG 125 FAN KS
0004360101;DCU0710;2019;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0004360101;DKU5I67;2022;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0004360101;FVN0468;2018;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0004360101;FXD8629;2018;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0004360101;GDU3317;2018;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0004360101;GJB1C68;2020;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0004360101;GJP4G38;2021;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0001480864;GAY4229;2015;A - Moto;Não;9621;YAMAHA/YBR125 FACTOR K1
0001480864;GAY7858;2015;A - Moto;Não;9621;YAMAHA/YBR125 FACTOR K1
0001480864;GHO6C47;2022;A - Moto;Não;9636;YAMAHA/YBR150 FACTOR ED
0001360115;FOY7A11;2022;A - Moto;Não;2898;HONDA/CG 160 START
0001660864;FQA2199;2017;A - Moto;Não;2898;HONDA/CG 160 START
0001660864;GEU1409;2017;A - Moto;Não;2898;HONDA/CG 160 START
0000311977;EJI2880;2018;A - Moto;Não;2895;HONDA/CG 125I FAN
0000311977;FPJ1999;2017;A - Moto;Não;2895;HONDA/CG 125I FAN
0032620122;DIL3H39;2020;A - Moto;Não;41707;JTZ/DK150
0032620122;FDZ4379;2017;A - Moto;Não;9636;YAMAHA/YBR150 FACTOR ED
0000791767;FAS7629;2016;A - Moto;Não;2898;HONDA/CG 160 START
0000791767;FCZ0094;2018;A - Moto;Não;2898;HONDA/CG 160 START
0000791767;FNM9B14;2022;A - Moto;Não;2898;HONDA/CG 160 START
0000791767;GCB2166;2018;A - Moto;Não;2898;HONDA/CG 160 START
0000791767;GGI4177;2016;A - Moto;Não;2898;HONDA/CG 160 START
0000520234;FQR6464;2017;A - Moto;Não;41706;JTZ/CHOPPER RC
0000520234;FVR3G67;2022;A - Moto;Não;2898;HONDA/CG 160 START
0000520234;FYM9995;2017;A - Moto;Não;41706;JTZ/CHOPPER RC
0000520234;GKE6163;2017;A - Moto;Não;41706;JTZ/CHOPPER RC
0000492082;CSB5250;2018;A - Moto;Não;2898;HONDA/CG 160 START
0000492082;GFU4579;2017;A - Moto;Não;2898;HONDA/CG 160 START
0001781662;FHF5952;2017;A - Moto;Não;2898;HONDA/CG 160 START
0001781662;GJI6E99;2018;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0002141081;FAU6939;2018;A - Moto;Não;2898;HONDA/CG 160 START
0002141081;GKI3290;2016;A - Moto;Não;2898;HONDA/CG 160 START
0000132096;EDD2J77;2022;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000132096;EHX7724;2019;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000132096;FIJ6D84;2022;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000132096;FPA6F85;2022;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000132096;FRH7913;2017;A - Moto;Não;9634;YAMAHA/YBR150 FACTOR E
0000132096;FUX1024;2017;A - Moto;Não;9634;YAMAHA/YBR150 FACTOR E
0000132096;GBS6033;2015;A - Moto;Não;36417;DAFRA/SUPER 50
0000132096;GHO5792;2018;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0032650122;EJD7H93;2021;A - Moto;Não;41900;HONDA/CG 160 FAN
0032650122;FCZ7579;2017;A - Moto;Não;2898;HONDA/CG 160 START
0032650122;GEW4F87;2021;A - Moto;Não;2898;HONDA/CG 160 START
0032650122;QQF7J75;2019;A - Moto;Não;2898;HONDA/CG 160 START
0032650122;RHG9F63;2021;A - Moto;Não;2898;HONDA/CG 160 START
0003370045;GEG3726;2019;A - Moto;Não;2898;HONDA/CG 160 START
0003370045;GFM0B65;2022;A - Moto;Não;2898;HONDA/CG 160 START
0003370045;GGW2166;2017;A - Moto;Não;2895;HONDA/CG 125I FAN
0001391669;BYQ8768;2019;A - Moto;Não;2898;HONDA/CG 160 START
0001391669;EMG7859;2019;A - Moto;Não;2898;HONDA/CG 160 START
0001391669;ETV4666;2019;A - Moto;Não;14106;HONDA/CB250F TWISTER CBS
0001391669;FIQ6000;2015;A - Moto;Não;2844;HONDA/CG 125 FAN KS
0001391669;GGB9299;2016;A - Moto;Não;2895;HONDA/CG 125I FAN
0000790920;DVJ4829;2018;A - Moto;Não;41709;JTZ/CHOPPER RH
0000790920;GBJ7599;2015;A - Moto;Não;2892;HONDA/CG 160 FAN ESDI
0072252299;EUA4880;2017;A - Moto;Não;2895;HONDA/CG 125I FAN
0072252299;FCT5949;2017;A - Moto;Não;2895;HONDA/CG 125I FAN
0000280262;FCL4585;2018;A - Moto;Não;2898;HONDA/CG 160 START
0000280262;GFK5G48;2021;A - Moto;Não;2898;HONDA/CG 160 START
0002411081;ETC1C11;2019;A - Moto;Não;41901;HONDA/CG 160 TITAN
0002411081;GIQ2680;2016;A - Moto;Não;2898;HONDA/CG 160 START
0000101445;GBF1189;2015;A - Moto;Não;20605;JTA/SUZUKI GSR125 S
0000101445;QAF0782;2017;A - Moto;Não;2898;HONDA/CG 160 START
0001421669;EOA6F69;2020;A - Moto;Não;2898;HONDA/CG 160 START
0001421669;FXF7I58;2021;A - Moto;Não;14106;HONDA/CB250F TWISTER CBS
0000671907;FSG1D75;2020;A - Moto;Não;2898;HONDA/CG 160 START
0000671907;FVX3G08;2020;A - Moto;Não;2898;HONDA/CG 160 START
0000671907;GAX4554;2015;A - Moto;Não;2844;HONDA/CG 125 FAN KS
0000550066;BOB7572;2019;A - Moto;Não;2898;HONDA/CG 160 START
0000550066;ERA3055;2018;A - Moto;Não;2895;HONDA/CG 125I FAN
0000550066;FRI9187;2014;A - Moto;Não;2844;HONDA/CG 125 FAN KS
0000550066;QNY2A57;2017;A - Moto;Não;2895;HONDA/CG 125I FAN
0034450122;FAG9438;2017;A - Moto;Não;41706;JTZ/CHOPPER RC
0034450122;FII4476;2017;A - Moto;Não;2895;HONDA/CG 125I FAN
0004480101;CPN3890;2018;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0004480101;ELI3H50;2019;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0004480101;FFD5J98;2021;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0004480101;QOS8577;2018;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000730024;EVA9E21;2020;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000730024;GJJ1D55;2020;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000851515;CON7400;2019;A - Moto;Não;41900;HONDA/CG 160 FAN
0000851515;EEP0G70;2018;A - Moto;Não;41714;JTZ/LINDY R
0000851515;FUI5828;2014;A - Moto;Não;26509;YAMAHA/YS150 FAZER SED
0000131725;DLG6I59;2018;A - Moto;Não;2898;HONDA/CG 160 START
0000131725;FLS2A73;2019;A - Moto;Não;2898;HONDA/CG 160 START
0000341914;CDR6J56;2021;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000341914;FPI9B87;2021;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000161725;EOF8H98;2021;A - Moto;Não;2898;HONDA/CG 160 START
0000161725;FPM1I78;2020;A - Moto;Não;2898;HONDA/CG 160 START
0000460549;GAY9C49;2021;A - Moto;Não;2898;HONDA/CG 160 START
0000460549;GJC2I27;2021;A - Moto;Não;2898;HONDA/CG 160 START
0000250801;FHV9564;2018;A - Moto;Não;2898;HONDA/CG 160 START
0000250801;FQM3915;2018;A - Moto;Não;2898;HONDA/CG 160 START
0000250801;FTT3873;2014;A - Moto;Não;9628;YAMAHA/YBR125 FACTOR E
0000250801;FVT8042;2018;A - Moto;Não;2898;HONDA/CG 160 START
0000250801;FYS5884;2016;A - Moto;Não;19444;TRAXX/JL50Q-9
0035230122;GBY7B87;2021;A - Moto;Não;41900;HONDA/CG 160 FAN
0035230122;GFN3H95;2021;A - Moto;Não;41900;HONDA/CG 160 FAN
0002261662;BYY5E59;2020;A - Moto;Não;2898;HONDA/CG 160 START
0002261662;ETV4F26;2020;A - Moto;Não;2898;HONDA/CG 160 START
0002261662;FOO4H42;2020;A - Moto;Não;2898;HONDA/CG 160 START
0003520045;FBO9393;2016;A - Moto;Não;2895;HONDA/CG 125I FAN
0003520045;FCS8009;2016;A - Moto;Não;2895;HONDA/CG 125I FAN
0003520045;GDL3A17;2022;A - Moto;Não;41900;HONDA/CG 160 FAN
0000130682;BYB4H11;2019;A - Moto;Não;9636;YAMAHA/YBR150 FACTOR ED
0000130682;END9F38;2021;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000130682;GJT1H86;2021;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000221921;ELO5705;2018;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000221921;GGM1735;2016;A - Moto;Não;2895;HONDA/CG 125I FAN
0000370570;GDL5758;2016;A - Moto;Não;2898;HONDA/CG 160 START
0026800122;DUV5E97;2022;A - Moto;Não;2898;HONDA/CG 160 START
0026800122;FUW6D84;2019;A - Moto;Não;41900;HONDA/CG 160 FAN
0000911088;DIE1A62;2021;A - Moto;Não;9636;YAMAHA/YBR150 FACTOR ED
0000911088;EXW8B33;2021;A - Moto;Não;9636;YAMAHA/YBR150 FACTOR ED
0002200535;DIE6B77;2021;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0002200535;FHK8629;2015;A - Moto;Não;2886;HONDA/CG150 START
0002200535;FHW8H86;2021;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0026830122;EOF3E69;2020;A - Moto;Não;41900;HONDA/CG 160 FAN
0026830122;FRK1688;2014;A - Moto;Não;2863;HONDA/CG150 FAN ESDI
0026830122;FRW9C31;2018;A - Moto;Não;41707;JTZ/DK150
0001180031;GAV0870;2015;A - Moto;Não;9627;YAMAHA/YBR125 FACTOR ED
0004421018;FXO1688;2016;A - Moto;Não;2898;HONDA/CG 160 START
0004421018;GAQ9318;2017;A - Moto;Não;2898;HONDA/CG 160 START
0004421018;GCQ4C75;2021;A - Moto;Não;2898;HONDA/CG 160 START
0002230535;EBA7641;2018;A - Moto;Não;41707;JTZ/DK150
0002230535;FNZ6C98;2021;A - Moto;Não;26509;YAMAHA/YS150 FAZER SED
0002230535;FZT8917;2018;A - Moto;Não;9636;YAMAHA/YBR150 FACTOR ED
0002230535;GBF2110;2015;A - Moto;Não;9634;YAMAHA/YBR150 FACTOR E
0004451018;EXN3F20;2019;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0004451018;RJO1H50;2020;A - Moto;Não;9636;YAMAHA/YBR150 FACTOR ED
0000400444;GFJ6B75;2021;A - Moto;Não;2898;HONDA/CG 160 START
0000400444;GGW1A65;2021;A - Moto;Não;2898;HONDA/CG 160 START
0000520213;GEN2I11;2020;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000520213;GGG1229;2018;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000520213;GGG1553;2019;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000220633;BVT9680;2019;A - Moto;Não;2898;HONDA/CG 160 START
0000220633;EJG3639;2018;A - Moto;Não;2895;HONDA/CG 125I FAN
0000220633;FJF8I96;2022;A - Moto;Não;2898;HONDA/CG 160 START
0000220633;GEN6010;2016;A - Moto;Não;19442;MOTO TRAXX/JL50Q-8
0000220633;GJV8F08;2021;A - Moto;Não;2898;HONDA/CG 160 START
0001990101;GFH3329;2018;A - Moto;Não;41708;JTZ/CHOPPER RL
0001990101;GFO7A32;2021;A - Moto;Não;9636;YAMAHA/YBR150 FACTOR ED
